operation_id	name	required	value_kind	wire_encoding	enum	fingerprint
list_firewalls	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_firewalls	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_firewalls	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_firewalls_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_firewalls_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_firewalls_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_firewalls_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_firewalls_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_firewall_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_firewall_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_firewall_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_firewall_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_floating_ips	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_floating_ips	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_floating_ips	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_floating_ips	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_floating_ips	sort	no	string[]	repeat	id|id:asc|id:desc|created|created:asc|created:desc	d3d02fb182e976586b958edbe1974252068fa5656b30b5a0d357142fd7d3f6df
list_floating_ips_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_floating_ips_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_floating_ips_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_floating_ips_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_floating_ips_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_floating_ip_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_floating_ip_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_floating_ip_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_floating_ip_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_images	architecture	no	string	scalar	x86|arm	69d7c46e4cf66c5bd3ff8835fdfa959ecc0888e87e5667127b688464f56f7c83
list_images	bound_to	no	string[]	repeat		2f6cb7a3107320924fd9d817f26a93d5c5eb103e67a25fa4adafa89a07630556
list_images	include_deprecated	no	boolean	scalar		3ae2937bf513c4d3dd98c3ae966c02113234d6304639decc4c67393849dcf8a9
list_images	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_images	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_images	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_images	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_images	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_images	status	no	string[]	repeat	available|creating|unavailable	01cb98988d67fa11264c4050cdccf1e3b94d3abea62169d78c64a148266e14fb
list_images	type	no	string[]	repeat	system|app|snapshot|backup	fdad66dfb8afea6dc64e53e0bab1a466d51511fe1138426e9cb9286a9aacde06
list_images_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_images_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_images_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_images_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_images_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_image_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_image_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_image_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_image_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_isos	architecture	no	string	scalar	x86|arm	69d7c46e4cf66c5bd3ff8835fdfa959ecc0888e87e5667127b688464f56f7c83
list_isos	include_architecture_wildcard	no	boolean	scalar		977dc8559f3429f95cf62f27c2cdee3f29fc2d7f83ad0dee953329e751dbacb3
list_isos	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_isos	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_isos	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_load_balancer_types	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_load_balancer_types	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_load_balancer_types	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_load_balancers	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_load_balancers	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_load_balancers	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_load_balancers	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_load_balancers	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_load_balancers_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_load_balancers_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_load_balancers_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_load_balancers_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_load_balancers_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_load_balancer_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_load_balancer_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_load_balancer_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_load_balancer_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
get_load_balancer_metrics	end	yes	string	scalar		452164ef82c15409816694093a8acd8ec29844bea633ba6fd078e587bc707988
get_load_balancer_metrics	start	yes	string	scalar		547f107d65ea7f155911719d30492cedc6c1c3e202447cf3dba7ec5f84cbddb9
get_load_balancer_metrics	step	no	string	scalar		8abad508f1e35f24738e41e32af457e3eedc2c164beef4786d9668dc73c55aef
get_load_balancer_metrics	type	yes	string[]	comma	open_connections|connections_per_second|requests_per_second|bandwidth	7a8a4815b3200b227b1feaa888cda22241f7601f11aa170626e6a743b239c70b
list_locations	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_locations	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_locations	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_locations	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc	0f28e79b305db9e8fbceaa511b4fc26d146218ec85d770b45d282040d366c2e7
list_networks	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_networks	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_networks	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_networks	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_networks	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_networks_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_networks_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_networks_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_networks_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_networks_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_network_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_network_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_network_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_network_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_placement_groups	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_placement_groups	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_placement_groups	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_placement_groups	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_placement_groups	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_placement_groups	type	no	string[]	repeat	spread	706bd82154eb96965aff9f669290525544d743cdb2403ec50fe006f7d3756ea4
list_primary_ips	ip	no	string	scalar		7a5fb42b2579076837e1c31bdeaf3e4f937f250e001b45f5571caaa561d76a51
list_primary_ips	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_primary_ips	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_primary_ips	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_primary_ips	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_primary_ips	sort	no	string[]	repeat	id|id:asc|id:desc|created|created:asc|created:desc	d3d02fb182e976586b958edbe1974252068fa5656b30b5a0d357142fd7d3f6df
list_primary_ips_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_primary_ips_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_primary_ips_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_primary_ips_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_primary_ips_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_primary_ip_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_primary_ip_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_primary_ip_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_primary_ip_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_server_types	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_server_types	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_server_types	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_servers	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_servers	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_servers	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_servers	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_servers	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_servers	status	no	string[]	repeat	running|initializing|starting|stopping|off|deleting|migrating|rebuilding|unknown	f5aed49b93d394b701839ac605453818115eac758ff1f0ae6e2be18b901cc39d
list_servers_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_servers_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_servers_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_servers_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_servers_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_server_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_server_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_server_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_server_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
get_server_metrics	end	yes	string	scalar		452164ef82c15409816694093a8acd8ec29844bea633ba6fd078e587bc707988
get_server_metrics	start	yes	string	scalar		547f107d65ea7f155911719d30492cedc6c1c3e202447cf3dba7ec5f84cbddb9
get_server_metrics	step	no	string	scalar		8abad508f1e35f24738e41e32af457e3eedc2c164beef4786d9668dc73c55aef
get_server_metrics	type	yes	string[]	comma	cpu|disk|network	7619b8a5218218af50cee1c0f6e7155f1e401a36b7568d3317f92f164caf575f
list_ssh_keys	fingerprint	no	string	scalar		2d4d442d914d1345b59807f6744a4a32a23d9af1f28f42c44aa4012bec37b8c9
list_ssh_keys	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_ssh_keys	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_ssh_keys	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_ssh_keys	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_ssh_keys	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc	0f28e79b305db9e8fbceaa511b4fc26d146218ec85d770b45d282040d366c2e7
list_volumes	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_volumes	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_volumes	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_volumes	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_volumes	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_volumes	status	no	string[]	repeat	available|creating	a7cf75ecad5dd03612306486fc0cf01c034abcb7dff2413ccf821104fb155e40
list_volumes_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_volumes_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_volumes_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_volumes_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_volumes_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_volume_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_volume_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_volume_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_volume_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_zones	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_zones	mode	no	string	scalar	primary|secondary	c10e4d241d4a80e707de2dd7768d79b6bf49242de99cffa5ec1a9c59a10372c7
list_zones	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_zones	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_zones	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_zones	sort	no	string[]	repeat	id|id:asc|id:desc|name|name:asc|name:desc|created|created:asc|created:desc	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
list_zones_actions	id	no	integer[]	repeat		2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
list_zones_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_zones_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_zones_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_zones_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_zone_actions	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
list_zone_actions	per_page	no	integer	scalar		6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
list_zone_actions	sort	no	string[]	repeat	id|id:asc|id:desc|command|command:asc|command:desc|status|status:asc|status:desc|started|started:asc|started:desc|finished|finished:asc|finished:desc	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
list_zone_actions	status	no	string[]	repeat	running|success|error	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
list_zone_rrsets	label_selector	no	string	scalar		34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
list_zone_rrsets	name	no	string	scalar		c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
list_zone_rrsets	page	no	integer	scalar		49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
