api	method	path	operation_id	in	name	required	schema_type	schema_format	items_type	style	explode	enum	constraints	fingerprint
hetzner	GET	/storage_boxes	list_storage_boxes	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
hetzner	GET	/storage_boxes	list_storage_boxes	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
hetzner	GET	/storage_boxes	list_storage_boxes	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc"",""stats.size"",""stats.size:asc"",""stats.size:desc"",""stats.size_filesystem"",""stats.size_filesystem:asc"",""stats.size_filesystem:desc""]"	{}	c9147bac953d7e3d7813f062e5ad7a48aa48f5cb02d9a83bd8bd835de44c18b9
hetzner	GET	/storage_boxes/actions	list_storage_boxes_actions	query	id	no	array		integer	form	yes	[]	{}	2d8b77ea2e81a340f3e827128f1d4484364ffd1af75bdb7c99ac15ed457769e9
hetzner	GET	/storage_boxes/actions	list_storage_boxes_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
hetzner	GET	/storage_boxes/actions	list_storage_boxes_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
hetzner	GET	/storage_boxes/actions	list_storage_boxes_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
hetzner	GET	/storage_boxes/actions	list_storage_boxes_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
hetzner	GET	/storage_boxes/actions/{id}	get_storage_boxes_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	DELETE	/storage_boxes/{id}	delete_storage_box	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}	get_storage_box	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	PUT	/storage_boxes/{id}	update_storage_box	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/actions	list_storage_box_actions	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/actions	list_storage_box_actions	query	page	no	integer	int64		form	yes	[]	{}	49951a13ec443bf813598679ed9e41c433d2f85b918c79ed5e31c14c1fb6ff6a
hetzner	GET	/storage_boxes/{id}/actions	list_storage_box_actions	query	per_page	no	integer	int64		form	yes	[]	{}	6e614a6688b4fcf1d3affb5e83c7ee6684120a11533b4f756e3a56e128cce2fe
hetzner	GET	/storage_boxes/{id}/actions	list_storage_box_actions	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""command"",""command:asc"",""command:desc"",""status"",""status:asc"",""status:desc"",""started"",""started:asc"",""started:desc"",""finished"",""finished:asc"",""finished:desc""]"	{}	e073e7d95c82b52ffdf9ab24de877735d0fd3c5e2711b719d01c25b9e1ecc093
hetzner	GET	/storage_boxes/{id}/actions	list_storage_box_actions	query	status	no	array		string	form	yes	"[""running"",""success"",""error""]"	{}	515ddd242f9d681acb620a14e1dab7ebaae911f39e8da17ba21126a8ba21b7db
hetzner	POST	/storage_boxes/{id}/actions/change_protection	change_storage_box_protection	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/change_type	change_storage_box_type	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/disable_snapshot_plan	disable_storage_box_snapshot_plan	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/enable_snapshot_plan	enable_storage_box_snapshot_plan	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/reset_password	reset_storage_box_password	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/rollback_snapshot	rollback_storage_box_snapshot	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/actions/update_access_settings	update_storage_box_access_settings	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/actions/{action_id}	get_storage_box_action	path	action_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	293372cabd5bfe7cbac6682fa699c26b1ef93d7bbbde99b04737977e5d12e702
hetzner	GET	/storage_boxes/{id}/actions/{action_id}	get_storage_box_action	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/folders	list_storage_box_folders	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/folders	list_storage_box_folders	query	path	no	string			form	yes	[]	{}	883c53b9c2289cd3a812e6a0fc62fe2e6eaf00c0429f681ecf1a72b7639b43ea
hetzner	GET	/storage_boxes/{id}/snapshots	list_storage_box_snapshots	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/snapshots	list_storage_box_snapshots	query	is_automatic	no	boolean			form	yes	[]	{}	4b141e0a1775689d7a3dfd0fb0bd10eeb482826c7b81898bf6e26d13a5fa02d7
hetzner	GET	/storage_boxes/{id}/snapshots	list_storage_box_snapshots	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
hetzner	GET	/storage_boxes/{id}/snapshots	list_storage_box_snapshots	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
hetzner	GET	/storage_boxes/{id}/snapshots	list_storage_box_snapshots	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""name"",""name:asc"",""name:desc"",""created"",""created:asc"",""created:desc""]"	{}	07bff43e34756fb7d2447e01aee4be72ebaef5e830ff97adfa18ce8843cc18c4
hetzner	POST	/storage_boxes/{id}/snapshots	create_storage_box_snapshot	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	DELETE	/storage_boxes/{id}/snapshots/{snapshot_id}	delete_storage_box_snapshot	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	DELETE	/storage_boxes/{id}/snapshots/{snapshot_id}	delete_storage_box_snapshot	path	snapshot_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	adbb77b7f84e61c7211a3a28d207e64e72ac73e2865f4a975111115163b82c20
hetzner	GET	/storage_boxes/{id}/snapshots/{snapshot_id}	get_storage_box_snapshot	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/snapshots/{snapshot_id}	get_storage_box_snapshot	path	snapshot_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	adbb77b7f84e61c7211a3a28d207e64e72ac73e2865f4a975111115163b82c20
hetzner	PUT	/storage_boxes/{id}/snapshots/{snapshot_id}	update_storage_box_snapshot	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	PUT	/storage_boxes/{id}/snapshots/{snapshot_id}	update_storage_box_snapshot	path	snapshot_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	adbb77b7f84e61c7211a3a28d207e64e72ac73e2865f4a975111115163b82c20
hetzner	GET	/storage_boxes/{id}/subaccounts	list_storage_box_subaccounts	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/subaccounts	list_storage_box_subaccounts	query	label_selector	no	string			form	yes	[]	{}	34409838baa32e96bfe5a5351a68ee5e9f443f670093da099bc1c087bea7b0db
hetzner	GET	/storage_boxes/{id}/subaccounts	list_storage_box_subaccounts	query	name	no	string			form	yes	[]	{}	c0ad0671fb2f469fef6db68ad58a6937602a936a3df5e599296a62fded257394
hetzner	GET	/storage_boxes/{id}/subaccounts	list_storage_box_subaccounts	query	sort	no	array		string	form	yes	"[""id"",""id:asc"",""id:desc"",""created"",""created:asc"",""created:desc""]"	{}	d3d02fb182e976586b958edbe1974252068fa5656b30b5a0d357142fd7d3f6df
hetzner	GET	/storage_boxes/{id}/subaccounts	list_storage_box_subaccounts	query	username	no	string			form	yes	[]	{}	a519d05be730c6ba0cfb78dd274709b19cf86237dae201b346f6674ac3a4e19f
hetzner	POST	/storage_boxes/{id}/subaccounts	create_storage_box_subaccount	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	DELETE	/storage_boxes/{id}/subaccounts/{subaccount_id}	delete_storage_box_subaccount	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	DELETE	/storage_boxes/{id}/subaccounts/{subaccount_id}	delete_storage_box_subaccount	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
hetzner	GET	/storage_boxes/{id}/subaccounts/{subaccount_id}	get_storage_box_subaccount	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	GET	/storage_boxes/{id}/subaccounts/{subaccount_id}	get_storage_box_subaccount	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
hetzner	PUT	/storage_boxes/{id}/subaccounts/{subaccount_id}	update_storage_box_subaccount	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	PUT	/storage_boxes/{id}/subaccounts/{subaccount_id}	update_storage_box_subaccount	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/change_home_directory	change_storage_box_subaccount_home_directory	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/change_home_directory	change_storage_box_subaccount_home_directory	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/reset_subaccount_password	reset_storage_box_subaccount_password	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/reset_subaccount_password	reset_storage_box_subaccount_password	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/update_access_settings	update_storage_box_subaccount_access_settings	path	id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	d6b4c07803afd497b5fa524b50712cd69b5b7b0bce4e48238d2412211630ab1c
hetzner	POST	/storage_boxes/{id}/subaccounts/{subaccount_id}/actions/update_access_settings	update_storage_box_subaccount_access_settings	path	subaccount_id	yes	integer	int64		simple	no	[]	"{""maximum"":9007199254740991,""minimum"":1}"	458e53485ec4f61e02499522fbeea65af2ff56bb9feec96bdfd0efeeebec9772
